start_ts,end_ts,flow,avg_flow,std,pred
2016-01-06 02:05:03,2016-01-06 02:34:32,142,2.3666666666666667,1.42556031869,1.9369787137609942
2016-01-06 02:35:02,2016-01-06 03:04:32,113,1.8833333333333333,1.4152934521,1.9402207627544514
2016-01-06 03:05:02,2016-01-06 03:34:32,139,2.316666666666667,1.94500785488,2.6095944745629347
2016-01-06 03:35:02,2016-01-06 04:05:33,153,2.55,1.66758308139,2.946924603399864
2016-01-06 04:06:02,2016-01-06 04:35:32,207,3.45,2.23923349981,4.026706237304845
2016-01-06 04:36:02,2016-01-06 05:05:32,232,3.8666666666666667,2.10923893594,4.014625382525605
2016-01-06 05:06:02,2016-01-06 05:35:32,431,7.183333333333334,3.28375631793,6.117856194251915
2016-01-06 05:36:03,2016-01-06 06:05:34,640,10.666666666666666,3.86724133661,10.954326444169235
2016-01-06 06:06:04,2016-01-06 06:35:32,1020,17.0,5.99444187004,17.38459147229333
2016-01-06 06:36:02,2016-01-06 07:05:33,1413,23.55,6.07844552497,26.079405306100128
2016-01-06 07:06:03,2016-01-06 07:35:33,1754,29.233333333333334,6.74380374039,25.996647440958338
2016-01-06 07:36:03,2016-01-06 08:05:33,1665,27.75,7.13354750457,30.14956958661852
2016-01-06 08:06:04,2016-01-06 08:35:32,1679,27.983333333333334,8.00935217244,25.748776548297652
2016-01-06 08:36:02,2016-01-06 09:05:33,1385,23.083333333333332,7.04105026888,18.897995962511608
2016-01-06 09:06:03,2016-01-06 09:35:34,1239,20.65,5.7237080056,22.923898169138596
2016-01-06 09:36:04,2016-01-06 10:05:33,1115,18.583333333333332,6.08903842071,16.743411570201317
2016-01-06 10:06:03,2016-01-06 10:35:32,1166,19.433333333333334,5.96759769273,15.476684669878473
2016-01-06 10:36:02,2016-01-06 11:05:32,1256,20.933333333333334,6.44946164851,18.903126710424402
2016-01-06 11:06:03,2016-01-06 11:35:33,1298,21.633333333333333,5.7589543804,25.20632093489453
2016-01-06 11:36:04,2016-01-06 12:05:33,1332,22.2,6.75721836261,19.801340994158696
2016-01-06 12:06:05,2016-01-06 12:35:38,1418,23.633333333333333,6.10182122175,21.90659367251283
2016-01-06 12:36:03,2016-01-06 13:05:33,1485,24.75,6.46432517746,23.317140466649025
2016-01-06 13:06:03,2016-01-06 13:35:33,1429,23.816666666666666,6.80806303013,24.524607699832416
2016-01-06 13:36:03,2016-01-06 14:05:34,1612,26.866666666666667,7.29946725606,27.117662328527008
2016-01-06 14:06:03,2016-01-06 14:35:33,1790,29.833333333333332,7.95647884152,24.629413081031167
2016-01-06 14:36:02,2016-01-06 15:05:32,1899,31.65,7.27512886484,34.50557827743067
2016-01-06 15:06:02,2016-01-06 15:35:32,1902,31.7,7.51065909225,30.034902889002698
2016-01-06 15:36:02,2016-01-06 16:05:33,1831,30.516666666666666,8.22089140882,25.192858627762227
2016-01-06 16:06:03,2016-01-06 16:35:33,1479,24.65,7.33217793928,25.25935052307952
2016-01-06 16:36:02,2016-01-06 17:05:33,1845,30.75,5.58159176818,32.84614702840871
